Block	MerSort	QuickSort	Swaps
875	0.016000	0.008000	374857354
876	0.016000	0.008000	375782472
877	0.017000	0.015000	376614400
878	0.016000	0.017000	377453280
879	0.008000	0.016000	378318262
880	0.016000	0.008000	379274469
881	0.024000	0.016000	380171821
882	0.016000	0.016000	381028574
883	0.016000	0.016000	381885059
884	0.016000	0.008000	382752878
885	0.016000	0.008000	383547424
886	0.024000	0.008000	384505098
887	0.016000	0.016000	385499758
888	0.024000	0.008000	386471597
889	0.024000	0.008000	387301252
890	0.016000	0.008000	388168248
891	0.016000	0.016000	389065638
892	0.024000	0.008000	390015492
893	0.024000	0.008000	390974849
894	0.016000	0.016000	391840392
895	0.016000	0.016000	392766517
896	0.016000	0.016000	393654134
897	0.008000	0.018000	394598307
898	0.016000	0.008000	395562487
899	0.017000	0.016000	396429882
900	0.016000	0.016000	397344617
901	0.016000	0.016000	398227469
902	0.016000	0.008000	399112907
903	0.016000	0.016000	400010889
904	0.016000	0.016000	400885202
905	0.016000	0.016000	401851180
906	0.016000	0.008000	402791639
907	0.008000	0.016000	403675918
908	0.016000	0.016000	404635594
909	0.016000	0.008000	405592825
910	0.024000	0.016000	406524068
911	0.016000	0.016000	407405638
912	0.016000	0.016000	408301282
913	0.016000	0.008000	409257092
914	0.016000	0.016000	410309459
915	0.016000	0.016000	411188024
916	0.008000	0.016000	412084039
917	0.015000	0.016000	413016049
918	0.015000	0.017000	413972318
919	0.023000	0.016000	414899323
920	0.016000	0.016000	415820520
921	0.016000	0.016000	416730585
922	0.016000	0.008000	417657397
923	0.016000	0.016000	418649228
924	0.016000	0.016000	419532354
925	0.024000	0.008000	420440244
926	0.016000	0.008000	421403630
927	0.016000	0.016000	422338457
928	0.016000	0.016000	423266899
929	0.016000	0.016000	424218348
930	0.024000	0.008000	425274907
931	0.016000	0.016000	426201966
932	0.016000	0.016000	427091185
933	0.016000	0.008000	428025512
934	0.016000	0.016000	429137628
935	0.017000	0.016000	430076618
936	0.024000	0.008000	430980513
937	0.016000	0.016000	431908426
938	0.016000	0.016000	432850187
939	0.016000	0.008000	433744302
940	0.025000	0.016000	434738267
941	0.016000	0.016000	435710116
942	0.016000	0.008000	436735879
943	0.016000	0.008000	437662237
944	0.016000	0.008000	438544017
945	0.024000	0.008000	439497575
946	0.015000	0.017000	440395005
947	0.016000	0.008000	441303357
948	0.016000	0.016000	442214856
949	0.016000	0.016000	443189832
950	0.016000	0.016000	444140125
951	0.016000	0.016000	445086475
952	0.016000	0.016000	446018317
953	0.024000	0.008000	447004024
954	0.024000	0.008000	447957896
955	0.016000	0.016000	448979077
956	0.016000	0.016000	449895881
957	0.016000	0.016000	450804084
958	0.017000	0.016000	451730097
959	0.016000	0.016000	452708048
960	0.016000	0.008000	453675085
961	0.016000	0.016000	454602792
962	0.016000	0.008000	455579404
963	0.008000	0.016000	456499008
964	0.016000	0.008000	457487156
965	0.017000	0.007000	458431345
966	0.008000	0.016000	459415834
967	0.029000	0.012000	460359496
968	0.016000	0.016000	461362775
969	0.016000	0.008000	462360728
970	0.016000	0.017000	463326115
971	0.023000	0.009000	464330032
972	0.015000	0.017000	465425233
973	0.016000	0.008000	466405039
974	0.016000	0.017000	467499539
975	0.015000	0.011000	468483103
976	0.016000	0.016000	469463559
977	0.016000	0.016000	470473657
978	0.016000	0.008000	471405107
979	0.017000	0.016000	472463906
980	0.016000	0.009000	473420864
981	0.016000	0.016000	474378449
982	0.017000	0.016000	475311444
983	0.016000	0.008000	476277660
984	0.016000	0.009000	477243868
985	0.016000	0.008000	478229375
986	0.016000	0.016000	479333936
987	0.016000	0.008000	480551955
988	0.016000	0.009000	481489273
989	0.016000	0.011000	482453294
990	0.016000	0.008000	483441953
991	0.016000	0.016000	484453527
992	0.008000	0.016000	485489484
993	0.016000	0.009000	486475076
994	0.017000	0.010000	487463267
995	0.016000	0.008000	488465764
996	0.024000	0.008000	489492896
997	0.016000	0.017000	490543777
998	0.018000	0.006000	491495743
999	0.008000	0.016000	492526555
1000	0.016000	0.016000	493560964
